,Unnamed: 0,noun,utterance_x,image,state,adj,adj_utterance,natural_adj_utterance,item,natural_utterance,utterance_y,object,mean_response,count_response
229,229,chapstick,chapstick,rollerskate.jpg,,,,,chap stick,chap stick,,,,
230,230,chapstick,closed chapstick,chapstick_open.jpg,a,open,closed,capped,chap stick,capped chap stick,capped chap stick,chapstick_open.jpg,2.090909090909091,22.0
231,231,chapstick,closed chapstick,chapstick_closed.jpg,b,closed,closed,capped,chap stick,capped chap stick,capped chap stick,chapstick_closed.jpg,6.681818181818182,22.0
232,232,chapstick,closed chapstick,toaster.jpg,,,closed,capped,chap stick,capped chap stick,capped chap stick,toaster.jpg,1.0,4.0
233,233,chapstick,closed chapstick,saw.jpg,,,closed,capped,chap stick,capped chap stick,capped chap stick,saw.jpg,1.0,5.0
234,234,chapstick,closed chapstick,rollerskate.jpg,,,closed,capped,chap stick,capped chap stick,capped chap stick,rollerskate.jpg,1.0,6.0
235,235,chapstick,open chapstick,chapstick_open.jpg,a,open,open,opened,chap stick,opened chap stick,opened chap stick,chapstick_open.jpg,6.909090909090909,22.0
236,236,chapstick,open chapstick,chapstick_closed.jpg,b,closed,open,opened,chap stick,opened chap stick,opened chap stick,chapstick_closed.jpg,2.5454545454545454,22.0
237,237,chapstick,open chapstick,toaster.jpg,,,open,opened,chap stick,opened chap stick,,,,
238,238,chapstick,open chapstick,saw.jpg,,,open,opened,chap stick,opened chap stick,opened chap stick,saw.jpg,1.0,5.0
239,239,chapstick,open chapstick,rollerskate.jpg,,,open,opened,chap stick,opened chap stick,opened chap stick,rollerskate.jpg,1.0,8.0
240,240,chestofdrawers,chestofdrawers,chestofdrawers_open.jpg,a,open,,,chest of drawers,chest of drawers,chest of drawers,chestofdrawers_open.jpg,6.45,20.0
241,241,chestofdrawers,chestofdrawers,chestofdrawers_closed.jpg,b,closed,,,chest of drawers,chest of drawers,chest of drawers,chestofdrawers_closed.jpg,6.4,20.0
242,242,chestofdrawers,chestofdrawers,fish.jpg,,,,,chest of drawers,chest of drawers,chest of drawers,fish.jpg,1.0909090909090908,11.0
243,243,chestofdrawers,chestofdrawers,ruler.jpg,,,,,chest of drawers,chest of drawers,chest of drawers,ruler.jpg,1.0,4.0
244,244,chestofdrawers,chestofdrawers,tambourine.jpg,,,,,chest of drawers,chest of drawers,,,,
245,245,chestofdrawers,closed chestofdrawers,chestofdrawers_open.jpg,a,open,closed,closed,chest of drawers,closed chest of drawers,closed chest of drawers,chestofdrawers_open.jpg,2.263157894736842,19.0
246,246,chestofdrawers,closed chestofdrawers,chestofdrawers_closed.jpg,b,closed,closed,closed,chest of drawers,closed chest of drawers,closed chest of drawers,chestofdrawers_closed.jpg,6.818181818181818,22.0
247,247,chestofdrawers,closed chestofdrawers,fish.jpg,,,closed,closed,chest of drawers,closed chest of drawers,closed chest of drawers,fish.jpg,1.0,3.0
248,248,chestofdrawers,closed chestofdrawers,ruler.jpg,,,closed,closed,chest of drawers,closed chest of drawers,closed chest of drawers,ruler.jpg,1.2,5.0
249,249,chestofdrawers,closed chestofdrawers,tambourine.jpg,,,closed,closed,chest of drawers,closed chest of drawers,closed chest of drawers,tambourine.jpg,1.0,5.0
250,250,chestofdrawers,open chestofdrawers,chestofdrawers_open.jpg,a,open,open,opened,chest of drawers,opened chest of drawers,opened chest of drawers,chestofdrawers_open.jpg,6.809523809523809,21.0
251,251,chestofdrawers,open chestofdrawers,chestofdrawers_closed.jpg,b,closed,open,opened,chest of drawers,opened chest of drawers,opened chest of drawers,chestofdrawers_closed.jpg,2.3333333333333335,21.0
252,252,chestofdrawers,open chestofdrawers,fish.jpg,,,open,opened,chest of drawers,opened chest of drawers,,,,
253,253,chestofdrawers,open chestofdrawers,ruler.jpg,,,open,opened,chest of drawers,opened chest of drawers,opened chest of drawers,ruler.jpg,1.2,5.0
254,254,chestofdrawers,open chestofdrawers,tambourine.jpg,,,open,opened,chest of drawers,opened chest of drawers,opened chest of drawers,tambourine.jpg,1.0,8.0
255,255,chipbag,chipbag,chipbag_ripped.jpg,a,ripped,,,chip bag,chip bag,chip bag,chipbag_ripped.jpg,6.6,20.0
256,256,chipbag,chipbag,chipbag_whole.jpg,b,whole,,,chip bag,chip bag,chip bag,chipbag_whole.jpg,6.444444444444445,18.0
257,257,chipbag,chipbag,funnel.jpg,,,,,chip bag,chip bag,chip bag,funnel.jpg,1.0,11.0
258,258,chipbag,chipbag,column.jpg,,,,,chip bag,chip bag,chip bag,column.jpg,1.0,5.0
259,259,chipbag,chipbag,hanger.jpg,,,,,chip bag,chip bag,,,,
260,260,chipbag,ripped chipbag,chipbag_ripped.jpg,a,ripped,ripped,opened,chip bag,opened chip bag,opened chip bag,chipbag_ripped.jpg,4.842105263157895,19.0
261,261,chipbag,ripped chipbag,chipbag_whole.jpg,b,whole,ripped,opened,chip bag,opened chip bag,opened chip bag,chipbag_whole.jpg,2.2857142857142856,21.0
262,262,chipbag,ripped chipbag,funnel.jpg,,,ripped,opened,chip bag,opened chip bag,opened chip bag,funnel.jpg,1.0,3.0
263,263,chipbag,ripped chipbag,column.jpg,,,ripped,opened,chip bag,opened chip bag,opened chip bag,column.jpg,1.0,5.0
264,264,chipbag,ripped chipbag,hanger.jpg,,,ripped,opened,chip bag,opened chip bag,opened chip bag,hanger.jpg,1.0,6.0
265,265,chipbag,whole chipbag,chipbag_ripped.jpg,a,ripped,whole,unopened,chip bag,unopened chip bag,unopened chip bag,chipbag_ripped.jpg,3.0476190476190474,21.0
266,266,chipbag,whole chipbag,chipbag_whole.jpg,b,whole,whole,unopened,chip bag,unopened chip bag,unopened chip bag,chipbag_whole.jpg,6.285714285714286,21.0
267,267,chipbag,whole chipbag,funnel.jpg,,,whole,unopened,chip bag,unopened chip bag,,,,
268,268,chipbag,whole chipbag,column.jpg,,,whole,unopened,chip bag,unopened chip bag,unopened chip bag,column.jpg,1.0,5.0
269,269,chipbag,whole chipbag,hanger.jpg,,,whole,unopened,chip bag,unopened chip bag,unopened chip bag,hanger.jpg,1.0,8.0
270,270,chocolatebar,broken chocolatebar,chocolatebar_broken.jpg,a,broken,broken,broken,chocolate bar,broken chocolate bar,broken chocolate bar,chocolatebar_broken.jpg,6.818181818181818,22.0
271,271,chocolatebar,broken chocolatebar,chocolatebar_whole.jpg,b,whole,broken,broken,chocolate bar,broken chocolate bar,broken chocolate bar,chocolatebar_whole.jpg,1.95,20.0
272,272,chocolatebar,broken chocolatebar,screwdriver.jpg,,,broken,broken,chocolate bar,broken chocolate bar,broken chocolate bar,screwdriver.jpg,1.1111111111111112,9.0
273,273,chocolatebar,broken chocolatebar,antlers.jpg,,,broken,broken,chocolate bar,broken chocolate bar,broken chocolate bar,antlers.jpg,1.0,5.0
274,274,chocolatebar,broken chocolatebar,kite.jpg,,,broken,broken,chocolate bar,broken chocolate bar,,,,
275,275,chocolatebar,chocolatebar,chocolatebar_broken.jpg,a,broken,,,chocolate bar,chocolate bar,chocolate bar,chocolatebar_broken.jpg,5.909090909090909,22.0
276,276,chocolatebar,chocolatebar,chocolatebar_whole.jpg,b,whole,,,chocolate bar,chocolate bar,chocolate bar,chocolatebar_whole.jpg,6.7272727272727275,22.0
277,277,chocolatebar,chocolatebar,screwdriver.jpg,,,,,chocolate bar,chocolate bar,chocolate bar,screwdriver.jpg,1.0,3.0
278,278,chocolatebar,chocolatebar,antlers.jpg,,,,,chocolate bar,chocolate bar,chocolate bar,antlers.jpg,1.0,5.0
279,279,chocolatebar,chocolatebar,kite.jpg,,,,,chocolate bar,chocolate bar,chocolate bar,kite.jpg,1.0,4.0
280,280,chocolatebar,whole chocolatebar,chocolatebar_broken.jpg,a,broken,whole,whole,chocolate bar,whole chocolate bar,whole chocolate bar,chocolatebar_broken.jpg,3.65,20.0
281,281,chocolatebar,whole chocolatebar,chocolatebar_whole.jpg,b,whole,whole,whole,chocolate bar,whole chocolate bar,whole chocolate bar,chocolatebar_whole.jpg,6.947368421052632,19.0
282,282,chocolatebar,whole chocolatebar,screwdriver.jpg,,,whole,whole,chocolate bar,whole chocolate bar,,,,
283,283,chocolatebar,whole chocolatebar,antlers.jpg,,,whole,whole,chocolate bar,whole chocolate bar,whole chocolate bar,antlers.jpg,1.0,5.0
284,284,chocolatebar,whole chocolatebar,kite.jpg,,,whole,whole,chocolate bar,whole chocolate bar,whole chocolate bar,kite.jpg,1.0,7.0
285,285,cigarette,broken cigarette,cigarette_broken.jpg,a,broken,broken,broken,cigarette,broken cigarette,broken cigarette,cigarette_broken.jpg,6.947368421052632,19.0
286,286,cigarette,broken cigarette,cigarette_whole.jpg,b,whole,broken,broken,cigarette,broken cigarette,broken cigarette,cigarette_whole.jpg,2.0,20.0
287,287,cigarette,broken cigarette,licenseplate.jpg,,,broken,broken,cigarette,broken cigarette,broken cigarette,licenseplate.jpg,1.1111111111111112,9.0
288,288,cigarette,broken cigarette,kangaroo.jpg,,,broken,broken,cigarette,broken cigarette,broken cigarette,kangaroo.jpg,1.0,5.0
289,289,cigarette,broken cigarette,pitchfork.jpg,,,broken,broken,cigarette,broken cigarette,,,,
290,290,cigarette,cigarette,cigarette_broken.jpg,a,broken,,,cigarette,cigarette,cigarette,cigarette_broken.jpg,4.8,20.0
291,291,cigarette,cigarette,cigarette_whole.jpg,b,whole,,,cigarette,cigarette,cigarette,cigarette_whole.jpg,7.0,21.0
292,292,cigarette,cigarette,licenseplate.jpg,,,,,cigarette,cigarette,cigarette,licenseplate.jpg,1.0,3.0
293,293,cigarette,cigarette,kangaroo.jpg,,,,,cigarette,cigarette,cigarette,kangaroo.jpg,1.0,5.0
294,294,cigarette,cigarette,pitchfork.jpg,,,,,cigarette,cigarette,cigarette,pitchfork.jpg,1.0,4.0
295,295,cigarette,whole cigarette,cigarette_broken.jpg,a,broken,whole,unlit,cigarette,unlit cigarette,unlit cigarette,cigarette_broken.jpg,3.8947368421052633,19.0
296,296,cigarette,whole cigarette,cigarette_whole.jpg,b,whole,whole,unlit,cigarette,unlit cigarette,unlit cigarette,cigarette_whole.jpg,7.0,21.0
297,297,cigarette,whole cigarette,licenseplate.jpg,,,whole,unlit,cigarette,unlit cigarette,,,,
298,298,cigarette,whole cigarette,kangaroo.jpg,,,whole,unlit,cigarette,unlit cigarette,unlit cigarette,kangaroo.jpg,1.0,5.0
299,299,cigarette,whole cigarette,pitchfork.jpg,,,whole,unlit,cigarette,unlit cigarette,unlit cigarette,pitchfork.jpg,1.1428571428571428,7.0
300,300,cookie,broken cookie,cookie_broken.jpg,a,broken,broken,broken,cookie,broken cookie,broken cookie,cookie_broken.jpg,6.7894736842105265,19.0
301,301,cookie,broken cookie,cookie_whole.jpg,b,whole,broken,broken,cookie,broken cookie,broken cookie,cookie_whole.jpg,2.1363636363636362,22.0
302,302,cookie,broken cookie,shears.jpg,,,broken,broken,cookie,broken cookie,broken cookie,shears.jpg,1.0,10.0
303,303,cookie,broken cookie,screen.jpg,,,broken,broken,cookie,broken cookie,broken cookie,screen.jpg,1.4,5.0
304,304,cookie,broken cookie,lifevest.jpg,,,broken,broken,cookie,broken cookie,,,,
305,305,cookie,cookie,cookie_broken.jpg,a,broken,,,cookie,cookie,cookie,cookie_broken.jpg,4.7368421052631575,19.0
306,306,cookie,cookie,cookie_whole.jpg,b,whole,,,cookie,cookie,cookie,cookie_whole.jpg,6.842105263157895,19.0
307,307,cookie,cookie,shears.jpg,,,,,cookie,cookie,cookie,shears.jpg,1.0,3.0
308,308,cookie,cookie,screen.jpg,,,,,cookie,cookie,cookie,screen.jpg,1.0,5.0
309,309,cookie,cookie,lifevest.jpg,,,,,cookie,cookie,cookie,lifevest.jpg,1.0,6.0
310,310,cookie,whole cookie,cookie_broken.jpg,a,broken,whole,whole,cookie,whole cookie,whole cookie,cookie_broken.jpg,2.2857142857142856,21.0
311,311,cookie,whole cookie,cookie_whole.jpg,b,whole,whole,whole,cookie,whole cookie,whole cookie,cookie_whole.jpg,6.85,20.0
312,312,cookie,whole cookie,shears.jpg,,,whole,whole,cookie,whole cookie,,,,
313,313,cookie,whole cookie,screen.jpg,,,whole,whole,cookie,whole cookie,whole cookie,screen.jpg,1.0,4.0
314,314,cookie,whole cookie,lifevest.jpg,,,whole,whole,cookie,whole cookie,whole cookie,lifevest.jpg,1.0,8.0
315,315,couch,clean couch,couch_dirty.jpg,a,dirty,clean,clean,couch,clean couch,clean couch,couch_dirty.jpg,3.55,20.0
316,316,couch,clean couch,couch_clean.jpg,b,clean,clean,clean,couch,clean couch,clean couch,couch_clean.jpg,6.857142857142857,21.0
317,317,couch,clean couch,recyclebin.jpg,,,clean,clean,couch,clean couch,clean couch,recyclebin.jpg,1.0909090909090908,11.0
318,318,couch,clean couch,pliers.jpg,,,clean,clean,couch,clean couch,clean couch,pliers.jpg,1.0,5.0
319,319,couch,clean couch,olive.jpg,,,clean,clean,couch,clean couch,,,,
320,320,couch,couch,couch_dirty.jpg,a,dirty,,,couch,couch,couch,couch_dirty.jpg,6.842105263157895,19.0
321,321,couch,couch,couch_clean.jpg,b,clean,,,couch,couch,couch,couch_clean.jpg,6.9,20.0
322,322,couch,couch,recyclebin.jpg,,,,,couch,couch,couch,recyclebin.jpg,1.0,2.0
323,323,couch,couch,pliers.jpg,,,,,couch,couch,couch,pliers.jpg,1.0,5.0
324,324,couch,couch,olive.jpg,,,,,couch,couch,couch,olive.jpg,1.0,6.0
325,325,couch,dirty couch,couch_dirty.jpg,a,dirty,dirty,dirty,couch,dirty couch,dirty couch,couch_dirty.jpg,6.15,20.0
326,326,couch,dirty couch,couch_clean.jpg,b,clean,dirty,dirty,couch,dirty couch,dirty couch,couch_clean.jpg,2.3157894736842106,19.0
327,327,couch,dirty couch,recyclebin.jpg,,,dirty,dirty,couch,dirty couch,,,,
328,328,couch,dirty couch,pliers.jpg,,,dirty,dirty,couch,dirty couch,dirty couch,pliers.jpg,1.0,4.0
329,329,couch,dirty couch,olive.jpg,,,dirty,dirty,couch,dirty couch,dirty couch,olive.jpg,1.0,6.0
330,330,cracker,broken cracker,cracker_broken.jpg,a,broken,broken,broken,cracker,broken cracker,broken cracker,cracker_broken.jpg,6.8,20.0
331,331,cracker,broken cracker,cracker_whole.jpg,b,whole,broken,broken,cracker,broken cracker,broken cracker,cracker_whole.jpg,2.380952380952381,21.0
332,332,cracker,broken cracker,otoscope.jpg,,,broken,broken,cracker,broken cracker,broken cracker,otoscope.jpg,1.0,10.0
333,333,cracker,broken cracker,shirt.jpg,,,broken,broken,cracker,broken cracker,broken cracker,shirt.jpg,1.2,5.0
334,334,cracker,broken cracker,toyfarm.jpg,,,broken,broken,cracker,broken cracker,,,,
335,335,cracker,cracker,cracker_broken.jpg,a,broken,,,cracker,cracker,cracker,cracker_broken.jpg,5.2272727272727275,22.0
336,336,cracker,cracker,cracker_whole.jpg,b,whole,,,cracker,cracker,cracker,cracker_whole.jpg,6.761904761904762,21.0
337,337,cracker,cracker,otoscope.jpg,,,,,cracker,cracker,cracker,otoscope.jpg,1.0,3.0
338,338,cracker,cracker,shirt.jpg,,,,,cracker,cracker,cracker,shirt.jpg,1.0,5.0
339,339,cracker,cracker,toyfarm.jpg,,,,,cracker,cracker,cracker,toyfarm.jpg,1.0,6.0
340,340,cracker,whole cracker,cracker_broken.jpg,a,broken,whole,whole,cracker,whole cracker,whole cracker,cracker_broken.jpg,2.5,18.0
341,341,cracker,whole cracker,cracker_whole.jpg,b,whole,whole,whole,cracker,whole cracker,whole cracker,cracker_whole.jpg,6.7368421052631575,19.0
342,342,cracker,whole cracker,otoscope.jpg,,,whole,whole,cracker,whole cracker,,,,
343,343,cracker,whole cracker,shirt.jpg,,,whole,whole,cracker,whole cracker,whole cracker,shirt.jpg,1.0,3.0
344,344,cracker,whole cracker,toyfarm.jpg,,,whole,whole,cracker,whole cracker,whole cracker,toyfarm.jpg,1.0,7.0
345,345,cup,clean cup,cup_dirty.jpg,a,dirty,clean,clean,cup,clean cup,clean cup,cup_dirty.jpg,3.2,20.0
346,346,cup,clean cup,cup_clean.jpg,b,clean,clean,clean,cup,clean cup,clean cup,cup_clean.jpg,5.4,20.0
347,347,cup,clean cup,pez.jpg,,,clean,clean,cup,clean cup,clean cup,pez.jpg,1.0,11.0
348,348,cup,clean cup,scale.jpg,,,clean,clean,cup,clean cup,clean cup,scale.jpg,1.0,4.0
349,349,cup,clean cup,ostrich.jpg,,,clean,clean,cup,clean cup,,,,
350,350,cup,cup,cup_dirty.jpg,a,dirty,,,cup,cup,cup,cup_dirty.jpg,5.857142857142857,21.0
351,351,cup,cup,cup_clean.jpg,b,clean,,,cup,cup,cup,cup_clean.jpg,6.2,20.0
352,352,cup,cup,pez.jpg,,,,,cup,cup,cup,pez.jpg,1.0,4.0
353,353,cup,cup,scale.jpg,,,,,cup,cup,cup,scale.jpg,1.0,4.0
354,354,cup,cup,ostrich.jpg,,,,,cup,cup,cup,ostrich.jpg,1.0,5.0
355,355,cup,dirty cup,cup_dirty.jpg,a,dirty,dirty,dirty,cup,dirty cup,dirty cup,cup_dirty.jpg,5.75,20.0
356,356,cup,dirty cup,cup_clean.jpg,b,clean,dirty,dirty,cup,dirty cup,dirty cup,cup_clean.jpg,2.95,20.0
357,357,cup,dirty cup,pez.jpg,,,dirty,dirty,cup,dirty cup,,,,
358,358,cup,dirty cup,scale.jpg,,,dirty,dirty,cup,dirty cup,dirty cup,scale.jpg,1.2,5.0
359,359,cup,dirty cup,ostrich.jpg,,,dirty,dirty,cup,dirty cup,dirty cup,ostrich.jpg,1.0,6.0
360,360,dish,clean dish,dish_dirty.jpg,a,dirty,clean,clean,dish,clean dish,clean dish,dish_dirty.jpg,1.9473684210526316,19.0
361,361,dish,clean dish,dish_clean.jpg,b,clean,clean,clean,dish,clean dish,clean dish,dish_clean.jpg,6.65,20.0
362,362,dish,clean dish,compass.jpg,,,clean,clean,dish,clean dish,clean dish,compass.jpg,1.0909090909090908,11.0
363,363,dish,clean dish,seal.jpg,,,clean,clean,dish,clean dish,clean dish,seal.jpg,1.0,4.0
364,364,dish,clean dish,mascara.jpg,,,clean,clean,dish,clean dish,,,,
365,365,dish,dirty dish,dish_dirty.jpg,a,dirty,dirty,dirty,dish,dirty dish,dirty dish,dish_dirty.jpg,6.545454545454546,22.0
366,366,dish,dirty dish,dish_clean.jpg,b,clean,dirty,dirty,dish,dirty dish,dirty dish,dish_clean.jpg,1.8095238095238095,21.0
367,367,dish,dirty dish,compass.jpg,,,dirty,dirty,dish,dirty dish,dirty dish,compass.jpg,1.0,4.0
368,368,dish,dirty dish,seal.jpg,,,dirty,dirty,dish,dirty dish,dirty dish,seal.jpg,1.0,5.0
369,369,dish,dirty dish,mascara.jpg,,,dirty,dirty,dish,dirty dish,dirty dish,mascara.jpg,1.0,5.0
370,370,dish,dish,dish_dirty.jpg,a,dirty,,,dish,dish,dish,dish_dirty.jpg,5.368421052631579,19.0
371,371,dish,dish,dish_clean.jpg,b,clean,,,dish,dish,dish,dish_clean.jpg,6.3,20.0
372,372,dish,dish,compass.jpg,,,,,dish,dish,,,,
373,373,dish,dish,seal.jpg,,,,,dish,dish,dish,seal.jpg,1.0,5.0
374,374,dish,dish,mascara.jpg,,,,,dish,dish,dish,mascara.jpg,1.0,6.0
375,375,dishwasher,closed dishwasher,dishwasher_open.jpg,a,open,closed,closed,dishwasher,closed dishwasher,closed dishwasher,dishwasher_open.jpg,2.238095238095238,21.0
376,376,dishwasher,closed dishwasher,dishwasher_closed.jpg,b,closed,closed,closed,dishwasher,closed dishwasher,closed dishwasher,dishwasher_closed.jpg,6.6,20.0
377,377,dishwasher,closed dishwasher,videocamera.jpg,,,closed,closed,dishwasher,closed dishwasher,closed dishwasher,videocamera.jpg,1.0909090909090908,11.0
378,378,dishwasher,closed dishwasher,pillow.jpg,,,closed,closed,dishwasher,closed dishwasher,closed dishwasher,pillow.jpg,1.0,5.0
379,379,dishwasher,closed dishwasher,giraffe.jpg,,,closed,closed,dishwasher,closed dishwasher,,,,
380,380,dishwasher,dishwasher,dishwasher_open.jpg,a,open,,,dishwasher,dishwasher,dishwasher,dishwasher_open.jpg,6.684210526315789,19.0
381,381,dishwasher,dishwasher,dishwasher_closed.jpg,b,closed,,,dishwasher,dishwasher,dishwasher,dishwasher_closed.jpg,6.476190476190476,21.0
382,382,dishwasher,dishwasher,videocamera.jpg,,,,,dishwasher,dishwasher,dishwasher,videocamera.jpg,1.0,3.0
383,383,dishwasher,dishwasher,pillow.jpg,,,,,dishwasher,dishwasher,dishwasher,pillow.jpg,1.0,5.0
384,384,dishwasher,dishwasher,giraffe.jpg,,,,,dishwasher,dishwasher,dishwasher,giraffe.jpg,1.0,6.0
385,385,dishwasher,open dishwasher,dishwasher_open.jpg,a,open,open,open,dishwasher,open dishwasher,open dishwasher,dishwasher_open.jpg,6.7368421052631575,19.0
386,386,dishwasher,open dishwasher,dishwasher_closed.jpg,b,closed,open,open,dishwasher,open dishwasher,open dishwasher,dishwasher_closed.jpg,2.0,17.0
387,387,dishwasher,open dishwasher,videocamera.jpg,,,open,open,dishwasher,open dishwasher,,,,
388,388,dishwasher,open dishwasher,pillow.jpg,,,open,open,dishwasher,open dishwasher,open dishwasher,pillow.jpg,1.0,4.0
389,389,dishwasher,open dishwasher,giraffe.jpg,,,open,open,dishwasher,open dishwasher,open dishwasher,giraffe.jpg,1.0,8.0
390,390,door,closed door,door_open.jpg,a,open,closed,closed,door,closed door,closed door,door_open.jpg,1.8636363636363635,22.0
391,391,door,closed door,door_closed.jpg,b,closed,closed,closed,door,closed door,closed door,door_closed.jpg,6.7,20.0
392,392,door,closed door,magnifyingglass.jpg,,,closed,closed,door,closed door,closed door,magnifyingglass.jpg,1.0,11.0
393,393,door,closed door,cheese.jpg,,,closed,closed,door,closed door,closed door,cheese.jpg,1.0,5.0
394,394,door,closed door,penguin.jpg,,,closed,closed,door,closed door,,,,
395,395,door,door,door_open.jpg,a,open,,,door,door,door,door_open.jpg,6.631578947368421,19.0
396,396,door,door,door_closed.jpg,b,closed,,,door,door,door,door_closed.jpg,6.7894736842105265,19.0
397,397,door,door,magnifyingglass.jpg,,,,,door,door,door,magnifyingglass.jpg,1.0,3.0
398,398,door,door,cheese.jpg,,,,,door,door,door,cheese.jpg,1.4,5.0
399,399,door,door,penguin.jpg,,,,,door,door,door,penguin.jpg,1.0,6.0
400,400,door,open door,door_open.jpg,a,open,open,open,door,open door,open door,door_open.jpg,6.809523809523809,21.0
401,401,door,open door,door_closed.jpg,b,closed,open,open,door,open door,open door,door_closed.jpg,2.5,20.0
402,402,door,open door,magnifyingglass.jpg,,,open,open,door,open door,,,,
403,403,door,open door,cheese.jpg,,,open,open,door,open door,open door,cheese.jpg,1.0,3.0
404,404,door,open door,penguin.jpg,,,open,open,door,open door,open door,penguin.jpg,1.0,8.0
405,405,egg,broken egg,egg_broken.jpg,a,broken,broken,broken,egg,broken egg,broken egg,egg_broken.jpg,6.85,20.0
406,406,egg,broken egg,egg_whole.jpg,b,whole,broken,broken,egg,broken egg,broken egg,egg_whole.jpg,2.2,20.0
407,407,egg,broken egg,dinghy.jpg,,,broken,broken,egg,broken egg,broken egg,dinghy.jpg,1.0,10.0
408,408,egg,broken egg,musicstand.jpg,,,broken,broken,egg,broken egg,broken egg,musicstand.jpg,1.2,5.0
409,409,egg,broken egg,vendingmachine.jpg,,,broken,broken,egg,broken egg,,,,
410,410,egg,egg,egg_broken.jpg,a,broken,,,egg,egg,egg,egg_broken.jpg,5.428571428571429,21.0
411,411,egg,egg,egg_whole.jpg,b,whole,,,egg,egg,egg,egg_whole.jpg,6.631578947368421,19.0
412,412,egg,egg,dinghy.jpg,,,,,egg,egg,egg,dinghy.jpg,1.0,3.0
413,413,egg,egg,musicstand.jpg,,,,,egg,egg,egg,musicstand.jpg,1.6,5.0
414,414,egg,egg,vendingmachine.jpg,,,,,egg,egg,egg,vendingmachine.jpg,1.0,6.0
415,415,egg,whole egg,egg_broken.jpg,a,broken,whole,whole,egg,whole egg,whole egg,egg_broken.jpg,2.8421052631578947,19.0
416,416,egg,whole egg,egg_whole.jpg,b,whole,whole,whole,egg,whole egg,whole egg,egg_whole.jpg,6.631578947368421,19.0
417,417,egg,whole egg,dinghy.jpg,,,whole,whole,egg,whole egg,,,,
418,418,egg,whole egg,musicstand.jpg,,,whole,whole,egg,whole egg,whole egg,musicstand.jpg,1.0,4.0
419,419,egg,whole egg,vendingmachine.jpg,,,whole,whole,egg,whole egg,whole egg,vendingmachine.jpg,1.125,8.0
420,420,eggcarton,eggcarton,eggcarton_empty.jpg,a,empty,,,egg carton,egg carton,egg carton,eggcarton_empty.jpg,6.523809523809524,21.0
421,421,eggcarton,eggcarton,eggcarton_full.jpg,b,full,,,egg carton,egg carton,egg carton,eggcarton_full.jpg,6.277777777777778,18.0
422,422,eggcarton,eggcarton,beetle.jpg,,,,,egg carton,egg carton,egg carton,beetle.jpg,1.4,10.0
423,423,eggcarton,eggcarton,paintroller.jpg,,,,,egg carton,egg carton,egg carton,paintroller.jpg,1.2,5.0
424,424,eggcarton,eggcarton,armchair.jpg,,,,,egg carton,egg carton,,,,
425,425,eggcarton,empty eggcarton,eggcarton_empty.jpg,a,empty,empty,empty,egg carton,empty egg carton,empty egg carton,eggcarton_empty.jpg,6.842105263157895,19.0
426,426,eggcarton,empty eggcarton,eggcarton_full.jpg,b,full,empty,empty,egg carton,empty egg carton,empty egg carton,eggcarton_full.jpg,2.0588235294117645,17.0
427,427,eggcarton,empty eggcarton,beetle.jpg,,,empty,empty,egg carton,empty egg carton,empty egg carton,beetle.jpg,1.0,3.0
428,428,eggcarton,empty eggcarton,paintroller.jpg,,,empty,empty,egg carton,empty egg carton,empty egg carton,paintroller.jpg,1.8,5.0
429,429,eggcarton,empty eggcarton,armchair.jpg,,,empty,empty,egg carton,empty egg carton,empty egg carton,armchair.jpg,1.0,4.0
430,430,eggcarton,full eggcarton,eggcarton_empty.jpg,a,empty,full,full,egg carton,full egg carton,full egg carton,eggcarton_empty.jpg,2.9,20.0
431,431,eggcarton,full eggcarton,eggcarton_full.jpg,b,full,full,full,egg carton,full egg carton,full egg carton,eggcarton_full.jpg,6.894736842105263,19.0
432,432,eggcarton,full eggcarton,beetle.jpg,,,full,full,egg carton,full egg carton,,,,
433,433,eggcarton,full eggcarton,paintroller.jpg,,,full,full,egg carton,full egg carton,full egg carton,paintroller.jpg,1.0,5.0
434,434,eggcarton,full eggcarton,armchair.jpg,,,full,full,egg carton,full egg carton,full egg carton,armchair.jpg,1.0,6.0
435,435,envelope,envelope,envelope_ripped.jpg,a,ripped,,,envelope,envelope,envelope,envelope_ripped.jpg,5.3125,16.0
436,436,envelope,envelope,envelope_whole.jpg,b,whole,,,envelope,envelope,envelope,envelope_whole.jpg,6.578947368421052,19.0
437,437,envelope,envelope,controller.jpg,,,,,envelope,envelope,envelope,controller.jpg,1.0,10.0
438,438,envelope,envelope,hay.jpg,,,,,envelope,envelope,envelope,hay.jpg,1.0,5.0
439,439,envelope,envelope,leash.jpg,,,,,envelope,envelope,,,,
440,440,envelope,ripped envelope,envelope_ripped.jpg,a,ripped,ripped,opened,envelope,opened envelope,opened envelope,envelope_ripped.jpg,6.315789473684211,19.0
441,441,envelope,ripped envelope,envelope_whole.jpg,b,whole,ripped,opened,envelope,opened envelope,opened envelope,envelope_whole.jpg,2.4,20.0
442,442,envelope,ripped envelope,controller.jpg,,,ripped,opened,envelope,opened envelope,opened envelope,controller.jpg,1.0,2.0
443,443,envelope,ripped envelope,hay.jpg,,,ripped,opened,envelope,opened envelope,opened envelope,hay.jpg,1.0,5.0
444,444,envelope,ripped envelope,leash.jpg,,,ripped,opened,envelope,opened envelope,opened envelope,leash.jpg,1.0,5.0
